TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,NATURE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en,LABEL
2015-Q1,9.3,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,1,2015-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2015-Q2,9.4,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2015-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2015-Q3,9.3,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2015-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2015-Q4,9.2,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2015-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2016-Q1,9.2,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2016-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2016-Q2,9.0,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2016-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2016-Q3,8.8,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2016-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2016-Q4,9.0,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2016-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2017-Q1,8.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2017-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2017-Q2,8.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2017-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2017-Q3,8.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2017-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2017-Q4,8.0,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2017-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2018-Q1,8.2,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2018-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2018-Q2,8.1,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2018-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2018-Q3,8.0,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2018-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2018-Q4,7.8,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2018-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2019-Q1,7.8,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2019-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2019-Q2,7.6,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2019-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2019-Q3,7.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2019-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2019-Q4,7.4,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2019-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2020-Q1,7.1,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2020-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2020-Q2,6.6,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2020-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2020-Q3,8.1,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2020-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2020-Q4,7.4,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2020-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2021-Q1,7.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2021-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2021-Q2,7.2,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,1,2021-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2021-Q3,7.1,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2021-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2021-Q4,6.6,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2021-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2022-Q1,6.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2022-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2022-Q2,6.5,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2022-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2022-Q3,6.3,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2022-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2022-Q4,6.2,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2022-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
2023-Q1,6.1,A,DEF,A,001515934,T,Taux de chômage localisé par département - Rhône,Unemployment rates localized by department - Rhône,2025-12-19,POURCENT,0,D69,1,,2023-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D69.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,69 - Rhône,69 - Rhône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - France métropolitaine
